name,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,rock_era
Girls,Beastie Boys,1986,0.09,0.69,0.88,0.78,0.81,0,0,0.35,0.75,0.08,0.64,4,0.94,Sweet Rock
Aeroplane,Red Hot Chili Peppers,1995,0.19,0.75,0.65,0.04,0.84,0,0.45,0.46,0.81,0.12,0.47,4,0.61,Sweet Rock
Hurt,Nine Inch Nails,1994,0.26,0.69,0.5,0.78,0.16,0.02,0.82,0.11,0.42,0.07,0.37,4,0.08,Sweet Rock
No More Mr. Nice Guy,Alice Cooper,1973,0.12,0.71,0.5,0.09,0.51,0,1,0.09,0.6,0.07,0.59,4,0.62,Old Rock
Cum on Feel the Noize,Quiet Riot,1996,0.19,0.8,0.45,0,0.91,0,1,0.05,0.81,0.21,0.67,4,0.64,Sweet Rock
Le Freak,CHIC,1978,0.22,0.01,0.88,0.05,0.75,0,0.64,0.11,0.73,0.09,0.54,4,0.94,Old Rock
Smoke Two Joints,Sublime,1992,0.11,0.74,0.77,0,0.69,0.01,0.64,0.24,0.77,0.24,0.44,4,0.32,Sweet Rock
Broken - Originally Performed By Seether Ft. Amy Lee,B the Star,2011,0.18,0.05,0.53,0.02,0.38,0.72,0.27,0.11,0.67,0.06,0.57,4,0.21,Modern Rock
Walk Away,James Gang,1971,0.14,0.68,0.61,0.02,0.84,0.2,0.73,0.33,0.73,0.06,0.47,4,0.93,Old Rock
Miss Murder,AFI,2006,0.14,0.83,0.31,0,0.87,0,0.73,0.09,0.81,0.1,0.66,4,0.69,Modern Rock
Don't Let the Sun Go Down on Me,George Michael,1998,0.23,0.77,0.44,0.5,0.55,0,0,0.54,0.71,0.05,0.62,4,0.26,Sweet Rock
Michelle - Remastered 2009,The Beatles,1965,0.11,0.79,0.59,0.66,0.29,0,0.45,0.09,0.59,0.06,0.54,4,0.67,Old Rock
Gold Dust Woman - 2004 Remaster,Fleetwood Mac,1977,0.2,0.71,0.67,0.26,0.6,0,0.64,0.37,0.68,0.06,0.57,4,0.7,Old Rock
One Way Or Another,Blondie,1978,0.14,0.68,0.45,0.05,0.92,0,0.18,0.07,0.8,0.12,0.74,4,0.86,Old Rock
Ten Years Gone - 1990 Remaster,Led Zeppelin,1975,0.27,0.69,0.55,0.53,0.4,0.04,0.18,0.06,0.59,0.08,0.35,4,0.27,Old Rock
Never Too Late,Three Days Grace,2006,0.14,0.82,0.44,0.01,0.78,0,0.18,0.15,0.81,0.07,0.69,4,0.22,Modern Rock
Wichita Lineman - Remastered 2001,Glen Campbell,1968,0.12,0.75,0.19,0.33,0.39,0,0.45,0.24,0.61,0.06,0.79,4,0.39,Old Rock
Still of the Night,Various Artists,2020,0.27,0.05,0.36,0,0.85,0,0.36,0.15,0.73,0.09,0.46,4,0.3,Modern Rock
Monkey Man,The Rolling Stones,1969,0.17,0.65,0.41,0.51,0.77,0.05,0.55,0.07,0.68,0.07,0.46,4,0.56,Old Rock
Mercy Mercy Me (The Ecology),Marvin Gaye,1971,0.13,0.73,0.51,0.37,0.63,0.72,0.55,0.08,0.6,0.08,0.43,4,0.48,Old Rock
(If You're Wondering If I Want You To) I Want You To,Weezer,2009,0.14,0.49,0.7,0,0.87,0,1,0.14,0.78,0.07,0.5,4,0.81,Modern Rock
Feel Good Drag,Anberlin,2008,0.12,0.69,0.5,0,0.88,0,0.45,0.29,0.82,0.09,0.43,4,0.55,Modern Rock
Cumbersome,Seven Mary Three,1995,0.16,0.76,0.55,0.01,0.79,0,1,0.23,0.77,0.07,0.37,4,0.34,Sweet Rock
What Would You Say,Dave Matthews Band,1994,0.15,0.62,0.65,0.12,0.94,0,0.18,0.06,0.81,0.09,0.55,4,0.64,Sweet Rock
Forty Six & 2,TOOL,1996,0.25,0.8,0.38,0,0.68,0.6,0,0.08,0.75,0.07,0.73,4,0.39,Sweet Rock
Wasting My Time,Default,2001,0.18,0.71,0.45,0,0.78,0,0.18,0.06,0.78,0.06,0.68,4,0.2,Sweet Rock
Missing - Todd Terry Remix / Radio Edit,Everything But The Girl,2002,0.16,0.67,0.75,0.02,0.85,0,0.82,0.05,0.76,0.05,0.57,4,0.66,Modern Rock
Call Me The Breeze,Lynyrd Skynyrd,1974,0.21,0.7,0.27,0,0.64,0.08,0.18,0.11,0.64,0.07,0.86,4,0.83,Old Rock
Handle With Care,Traveling Wilburys,1988,0.13,0.76,0.68,0.11,0.77,0,0.64,0.24,0.77,0.05,0.53,4,0.72,Sweet Rock
Papa Was A Rollin' Stone - Single Version,The Temptations,2000,0.29,0.8,0.83,0.45,0.4,0.05,0.91,0.04,0.56,0.15,0.56,4,0.91,Sweet Rock
Big Me,Foo Fighters,1995,0.09,0.73,0.59,0.44,0.71,0,0,0.1,0.65,0.07,0.6,4,0.85,Sweet Rock
Tequila,The Champs,1994,0.09,0.7,0.68,0.12,0.74,0.68,0.45,0.05,0.66,0.08,0.41,4,0.91,Sweet Rock
Fade Into You,Mazzy Star,1993,0.2,0.86,0.43,0.25,0.33,0,0.82,0.06,0.54,0.05,0.72,3,0.18,Sweet Rock
Never There,Cake,1998,0.11,0.71,0.77,0.04,0.74,0.08,0.82,0.08,0.71,0.08,0.58,4,0.6,Sweet Rock
Polly,Nirvana,1991,0.11,0.69,0.84,0.89,0.38,0.3,0.18,0.1,0.62,0.1,0.56,4,0.55,Sweet Rock
Let My Love Open The Door,Pete Townshend,1980,0.11,0.7,0.66,0.37,0.65,0,0,0.06,0.66,0.1,0.76,4,0.74,Old Rock
Awake,Godsmack,2000,0.21,0.79,0.4,0,0.76,0.01,0.64,0.31,0.83,0.1,0.51,4,0.48,Sweet Rock
Suzanne,Leonard Cohen,1967,0.15,0.77,0.41,0.93,0.17,0,0.55,0.1,0.47,0.07,0.61,4,0.36,Old Rock
The River,Bruce Springsteen,1980,0.2,0.8,0.59,0.18,0.54,0,0.64,0.3,0.62,0.06,0.54,4,0.6,Old Rock
Lifestyles of the Rich & Famous,Good Charlotte,2002,0.13,0.82,0.63,0,0.93,0,0.09,0.06,0.84,0.07,0.49,4,0.62,Modern Rock
My Friends,Red Hot Chili Peppers,1995,0.17,0.74,0.44,0.01,0.71,0,0,0.12,0.84,0.05,0.37,4,0.32,Sweet Rock
Back In the Saddle,Aerosmith,1976,0.19,0.69,0.43,0.01,0.9,0.01,0.09,0.08,0.67,0.07,0.56,4,0.77,Old Rock
Just My Imagination (Running Away With Me),Various Artists,2020,0.15,0.05,0.44,0.87,0.29,0.01,0,0.29,0.59,0.05,0.43,4,0.47,Modern Rock
Nutshell,Alice In Chains,1994,0.17,0.82,0.39,0.37,0.56,0.27,0.27,0.07,0.66,0.05,0.62,3,0.16,Sweet Rock
Beautiful Disaster,Jon McLaughlin,2007,0.17,0.62,0.44,0.22,0.66,0,0.64,0.14,0.81,0.05,0.72,4,0.3,Modern Rock
Ain't No Sunshine,Bill Withers,1971,0.08,0.92,0.49,0.46,0.41,0,0.36,0.11,0.62,0.23,0.37,4,0.52,Old Rock
Got the Life,Korn,1998,0.15,0.81,0.51,0,0.91,0.77,1,0.38,0.78,0.09,0.57,4,0.59,Sweet Rock
The Scientist,Coldplay,2002,0.21,1,0.56,0.73,0.44,0,0.45,0.1,0.74,0.04,0.67,4,0.22,Modern Rock
Somewhere Out There,Our Lady Peace,2002,0.17,0.67,0.39,0,0.75,0,0.09,0.06,0.79,0.06,0.73,4,0.46,Modern Rock
Hair of the Dog - 2010 - Remaster,Nazareth,1975,0.17,0.63,0.64,0.01,0.81,0.35,0.36,0.07,0.79,0.09,0.59,4,0.57,Old Rock
Home By The Sea - Remastered 2007,Genesis,1983,0.21,0.61,0.61,0.5,0.7,0,0.36,0.06,0.72,0.07,0.59,4,0.59,Sweet Rock
You're All I've Got Tonight,The Cars,1978,0.17,0.6,0.59,0,0.86,0.15,1,0.23,0.72,0.07,0.56,4,0.67,Old Rock
Wicked Garden,Stone Temple Pilots,1992,0.16,0.6,0.21,0,0.95,0,0.18,0.1,0.83,0.12,0.71,4,0.38,Sweet Rock
Dreamer,Supertramp,1974,0.14,0.7,0.67,0.87,0.41,0.04,0.45,0.07,0.54,0.12,0.68,4,0.84,Old Rock
Never Tear Us Apart,INXS,1987,0.12,0.7,0.67,0.05,0.69,0,0,0.16,0.78,0.05,0.44,3,0.28,Sweet Rock
"You're Gonna Go Far, Kid",The Offspring,2008,0.12,0.94,0.56,0,0.92,0,0,0.19,0.85,0.12,0.58,4,0.61,Modern Rock
Back Door Man,The Doors,1967,0.14,0.64,0.48,0.29,0.61,0,0.82,0.08,0.74,0.06,0.81,4,0.92,Old Rock
Are You Ready,AC/DC,1990,0.17,0.75,0.46,0.02,0.82,0,0.64,0.12,0.81,0.06,0.5,4,0.42,Sweet Rock
China Girl - 1999 Remaster,David Bowie,1983,0.23,0,0.63,0.01,0.64,0.08,0.36,0.15,0.66,0.05,0.61,4,0.83,Sweet Rock
YYZ,Rush,1981,0.18,0.69,0.52,0,0.92,0.81,0.64,0.06,0.71,0.11,0.65,4,0.39,Old Rock
Saturday Nightâ€™s Alright (For Fighting) - Remastered 2014,Elton John,1973,0.2,0.79,0.52,0.02,0.98,0.1,0,0.08,0.76,0.08,0.7,4,0.95,Old Rock
Happy Jack,The Who,1971,0.09,0.49,0.56,0.03,0.57,0.01,0.18,0.09,0.61,0.1,0.59,4,0.97,Old Rock
Wouldn't It Be Nice - Stereo Mix,The Beach Boys,1966,0.1,0.85,0.4,0.72,0.63,0,0.45,0.12,0.74,0.06,0.57,4,0.73,Old Rock
No Excuses,Alice In Chains,1994,0.17,0.77,0.53,0.02,0.84,0,0.27,0.06,0.77,0.06,0.54,4,0.73,Sweet Rock
Mudshovel,Various Artists,2020,0.19,0.01,0.49,0,0.8,0,0.09,0.08,0.79,0.06,0.49,4,0.36,Modern Rock
Policy of Truth - 2006 Remaster,Depeche Mode,1990,0.2,0.69,0.69,0.01,0.66,0.24,0.73,0.11,0.73,0.05,0.52,4,0.36,Sweet Rock
The Twist,Chubby Checker,2005,0.1,0.67,0.54,0.2,0.64,0,0.36,0.06,0.74,0.06,0.72,4,0.95,Modern Rock
Hero Of The Day,Metallica,1996,0.18,0.6,0.36,0,0.9,0.03,0.73,0.1,0.74,0.06,0.53,4,0.78,Sweet Rock
See Emily Play,Pink Floyd,1971,0.11,0.6,0.46,0.21,0.71,0,0.18,0.12,0.68,0.07,0.57,4,0.42,Old Rock
Bad Reputation,Joan Jett & The Blackhearts,1981,0.11,0.79,0.38,0,0.98,0.01,0.55,0.05,0.83,0.35,0.93,4,0.83,Old Rock
The Pusher,Steppenwolf,1968,0.24,0.65,0.47,0.24,0.38,0.12,0,0.18,0.55,0.05,0.38,4,0.7,Old Rock
Long Distance Runaround - 2003 Remaster,Yes,1971,0.14,0.56,0.63,0.31,0.44,0.02,0.82,0.82,0.68,0.07,0.43,4,0.82,Old Rock
Everyday Is Like Sunday - 2011 Remaster,Morrissey,1988,0.14,0.73,0.61,0,0.87,0.44,0,0.3,0.8,0.05,0.54,4,0.57,Sweet Rock
Journey To The Center of the Mind,The Amboy Dukes,1968,0.14,0.49,0.32,0.17,0.78,0,0.82,0.41,0.64,0.09,0.7,4,0.73,Old Rock
Follow You Follow Me - Remastered 2007,Genesis,1978,0.16,0.74,0.54,0.15,0.75,0.07,0.64,0.06,0.68,0.06,0.43,4,0.77,Old Rock
(What A) Wonderful World,Sam Cooke,2000,0.08,0.86,0.7,0.63,0.51,0,1,0.45,0.65,0.06,0.59,4,0.89,Sweet Rock
30 Days In The Hole,Humble Pie,1972,0.16,0.62,0.61,0.16,0.48,0,0.82,0.19,0.47,0.19,0.55,4,0.84,Old Rock
Higher Than the Sun - Single Mix,Primal Scream,1991,0.15,0.32,0.47,0.02,0.64,0.08,0.55,0.06,0.53,0.12,0.75,4,0.41,Sweet Rock
Black Betty - Edit,Spiderbait,2004,0.14,0.75,0.57,0,0.87,0.6,0.64,0.21,0.76,0.17,0.57,4,0.35,Modern Rock
Sure Shot,Beastie Boys,1994,0.13,0.68,0.7,0.39,0.8,0,0.09,0.29,0.72,0.3,0.45,4,0.55,Sweet Rock
Searchin',The Coasters,2005,0.1,0.49,0.79,0.42,0.49,0,0.73,0.19,0.55,0.09,0.34,4,0.93,Modern Rock
Matchbox,Carl Perkins,1957,0.08,0.48,0.53,0.48,0.89,0.01,0.82,0.39,0.71,0.12,0.78,4,0.93,Old Rock
Jesus Christ Pose,Soundgarden,1991,0.24,0.56,0.35,0,0.97,0.73,0.82,0.31,0.77,0.19,0.62,4,0.28,Sweet Rock
The Dolphin's Cry,Live,1999,0.18,0.68,0.35,0,0.79,0,0.45,0.13,0.77,0.07,0.69,4,0.44,Sweet Rock
The Court Of The Crimson King,King Crimson,1969,0.41,0.65,0.34,0.08,0.34,0.2,0.36,0.2,0.6,0.08,0.62,4,0.07,Old Rock
Great Southern Land,Various Artists,2020,0.21,0.39,0.73,0.25,0.84,0,0.82,0.06,0.78,0.05,0.55,4,0.43,Modern Rock
I Got You Babe,Sonny & Cher,1991,0.13,0.69,0.63,0.25,0.71,0,0.55,0.13,0.68,0.05,0.51,3,0.63,Sweet Rock
First Time,Finger Eleven,2000,0.18,0.44,0.37,0,0.88,0,0.73,0.77,0.78,0.25,0.76,4,0.31,Sweet Rock
Are You Lonesome Tonight,Elvis Presley,1963,0.12,0.68,0.36,0.92,0.09,0,0.64,0.1,0.43,0.09,0.3,3,0.19,Old Rock
DOWN,HENTAI SHINSHI CLUB,2020,0.16,0.58,0.46,0.04,0.73,0.01,0.45,0.14,0.76,0.07,0.44,4,0.52,Modern Rock
I Just Want You,Ozzy Osbourne,1995,0.2,0.62,0.26,0,0.92,0,0.91,0.06,0.77,0.1,0.79,4,0.43,Sweet Rock
Splish Splash,Bobby Darin,1958,0.08,0.71,0.65,0.39,0.94,0,0,0.36,0.9,0.07,0.68,4,0.97,Old Rock
Picasso Visita El Planeta De Los Simios,Adam & The Ants,2004,0.14,0.3,0.61,0,0.75,0.01,0,0.35,0.61,0.08,0.67,4,0.82,Modern Rock
Ana's Song (Open Fire) - Acoustic Re-Mix,Silverchair,2000,0.15,0.51,0.39,0.39,0.43,0,0.36,0.19,0.67,0.05,0.36,4,0.18,Sweet Rock
Angel Of Harlem,U2,1988,0.15,0.7,0.53,0.1,0.69,0,0,0.1,0.63,0.05,0.47,4,0.94,Sweet Rock
Peaceful Easy Feeling - 2013 Remaster,Eagles,1972,0.17,0.79,0.58,0.5,0.63,0,0.36,0.24,0.59,0.05,0.65,4,0.87,Old Rock
Misirlou,Dick Dale,2010,0.09,0.51,0.3,0,0.95,0.92,0.36,0.57,0.78,0.12,0.8,4,0.57,Modern Rock
Take Me to the River - 2005 Remaster,Talking Heads,1978,0.2,0.7,0.67,0.24,0.48,0.01,0.18,0.05,0.71,0.05,0.46,4,0.84,Old Rock
Dirty Laundry,Don Henley,1982,0.23,0.71,0.77,0.09,0.77,0,0.45,0.07,0.75,0.06,0.45,4,0.96,Sweet Rock
You Keep Me Hangin' On,Vanilla Fudge,2004,0.12,0.62,0.21,0.02,0.7,0.01,0.36,0.22,0.67,0.09,0.79,3,0.32,Modern Rock
Lady Marmalade,Patti LaBelle,1982,0.16,0.68,0.58,0.55,0.65,0,0.18,0.05,0.63,0.09,0.54,4,0.96,Sweet Rock
Speedoo,Various Artists,2013,0.09,0.42,0.5,0.75,0.64,0,0.27,0.11,0.73,0.08,0.58,3,0.96,Modern Rock
Sing,Travis,2001,0.15,0.81,0.33,0,0.91,0,0.36,0.06,0.8,0.09,0.75,4,0.26,Sweet Rock
New York State of Mind,Billy Joel,1976,0.25,0.74,0.51,0.5,0.37,0,0,0.32,0.67,0.06,0.56,4,0.2,Old Rock
Never Let Me Down Again - 2006 Remaster,Depeche Mode,1987,0.2,0.63,0.59,0.28,0.89,0.03,0,0.69,0.76,0.06,0.49,4,0.59,Sweet Rock
High Hopes,Pink Floyd,1994,0.35,0.71,0.53,0.2,0.41,0.15,0,0.34,0.58,0.05,0.35,4,0.28,Sweet Rock
Tunnel of Love,Bruce Springsteen,1987,0.21,0.56,0.59,0.05,0.68,0,0.45,0.47,0.61,0.07,0.54,4,0.67,Sweet Rock
Shape Of My Heart,Sting,1993,0.19,0.87,0.54,0.69,0.37,0,0.55,0.07,0.65,0.06,0.39,4,0.25,Sweet Rock
Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,2002,0.19,0.65,0.91,0.37,0.77,0,0.82,0.09,0.63,0.11,0.49,4,0.94,Modern Rock
Chantilly Lace,The Big Bopper,1958,0.09,0.67,0.5,0.85,0.81,0,0.27,0.06,0.77,0.16,0.79,4,0.95,Old Rock
Undun,The Guess Who,1971,0.14,0.51,0.57,0.44,0.38,0,0.64,0.29,0.49,0.06,0.62,4,0.57,Old Rock
Lodi,Creedence Clearwater Revival,1969,0.13,0.73,0.78,0.33,0.68,0,0.45,0.08,0.69,0.05,0.58,4,0.93,Old Rock
Friend of the Devil,Grateful Dead,1970,0.13,0.76,0.65,0.34,0.63,0,0.64,0.61,0.58,0.07,0.47,4,0.9,Old Rock
I Wanna Be Somebody,W.A.S.P.,1984,0.15,0.73,0.29,0,0.83,0,0.09,0.26,0.74,0.08,0.76,4,0.52,Sweet Rock
Tupelo Honey,Van Morrison,2015,0.28,0.75,0.58,0.55,0.44,0,0.91,0.11,0.65,0.07,0.33,4,0.52,Modern Rock
Too Bad,Nickelback,2001,0.15,0.69,0.61,0,0.81,0,0.91,0.14,0.79,0.07,0.59,4,0.29,Sweet Rock
So Far Away - Full Version,Dire Straits,1985,0.21,0.77,0.71,0.25,0.47,0.21,0.36,0.05,0.61,0.05,0.53,4,0.7,Sweet Rock
Road to Nowhere,Talking Heads,1985,0.17,0.67,0.67,0.04,0.71,0,0.18,0.14,0.72,0.05,0.51,4,0.64,Sweet Rock
Peg,Steely Dan,1977,0.16,0.7,0.81,0.06,0.57,0,0.64,0.13,0.62,0.06,0.54,4,0.95,Old Rock
Love Of My Life - Remastered 2011,Queen,1975,0.14,0.7,0.34,0.94,0.18,0,0.45,0.1,0.61,0.05,0.36,4,0.26,Old Rock
We Are Young,Various Artists,2014,0.17,0.25,0.54,0,0.96,0.02,0.82,0.13,0.86,0.18,0.58,4,0.19,Modern Rock
Torn,Natalie Imbruglia,1998,0.16,0.77,0.58,0.07,0.89,0,0.45,0.71,0.8,0.06,0.44,4,0.61,Sweet Rock
Freeway Jam,Jeff Beck,1975,0.2,0.49,0.41,0.1,0.85,0.9,0.64,0.13,0.72,0.1,0.63,4,0.91,Old Rock
Private Dancer - 2015 Remaster,Tina Turner,1984,0.3,0.69,0.59,0.36,0.57,0.09,0.18,0.08,0.67,0.08,0.53,4,0.48,Sweet Rock
Down In The Tube Station At Midnight - Full Version,The Jam,1978,0.19,0.46,0.29,0.05,0.71,0,0,0.08,0.62,0.21,0.79,4,0.66,Old Rock
Phlex,Blindspott,2003,0.18,0.56,0.69,0.04,0.38,0.01,0.64,0.07,0.67,0.07,0.37,4,0.5,Modern Rock
Rosanna,TOTO,1982,0.22,0.86,0.37,0.02,0.51,0,0.64,0.2,0.57,0.06,0.37,4,0.75,Sweet Rock
Seether,Veruca Salt,1994,0.13,0.63,0.62,0,0.85,0,0.73,0.06,0.68,0.08,0.63,4,0.64,Sweet Rock
Telephone Line,Electric Light Orchestra,1976,0.19,0.74,0.47,0.77,0.37,0,0.82,0.07,0.71,0.05,0.33,4,0.21,Old Rock
Hang On,Teenage Fanclub,1993,0.21,0.25,0.28,0.02,0.6,0,0.64,0.33,0.62,0.05,0.68,4,0.48,Sweet Rock
Every Picture Tells A Story,Rod Stewart,1971,0.24,0.57,0.55,0.06,0.86,0,0.64,0.07,0.66,0.07,0.66,4,0.75,Old Rock
Get Free,The Vines,2002,0.08,0.73,0.51,0,0.98,0,0.64,0.28,0.85,0.12,0.64,4,0.61,Modern Rock
Scenes from an Italian Restaurant,Billy Joel,1977,0.31,0.71,0.42,0.41,0.93,0,0.45,0.1,0.8,0.23,0.45,4,0.34,Old Rock
Happiness Is A Warm Gun - Remastered 2009,The Beatles,1968,0.11,0.68,0.44,0.53,0.54,0,0.82,0.16,0.67,0.11,0.64,4,0.44,Old Rock
Rough Boys,Pete Townshend,1980,0.16,0.5,0.28,0.48,0.82,0.05,0.64,0.16,0.77,0.14,0.38,4,0.37,Old Rock
Stay - 2018 Remaster,Jackson Browne,1977,0.14,0.75,0.61,0.1,0.77,0.3,0.64,0.1,0.71,0.05,0.49,4,0.73,Old Rock
Babe I'm Gonna Leave You - 1990 Remaster,Led Zeppelin,1969,0.27,0.75,0.41,0.25,0.43,0,0.36,0.15,0.6,0.06,0.62,4,0.16,Old Rock
Cape Cod Kwassa Kwassa,Vampire Weekend,2008,0.14,0.6,0.86,0.85,0.51,0.07,0.18,0.12,0.74,0.08,0.48,4,0.76,Modern Rock
Good Times,Finger Eleven,2003,0.16,0.52,0.5,0,0.94,0,0.91,0.1,0.82,0.22,0.63,4,0.8,Modern Rock
Vitamin R (Leading Us Along),Chevelle,2004,0.15,0.67,0.49,0,0.88,0,0.36,0.19,0.81,0.13,0.44,3,0.29,Modern Rock
Middle of the Road - 2007 Remaster,Pretenders,1984,0.17,0.6,0.49,0,0.96,0.08,0.82,0.01,0.78,0.14,0.77,4,0.68,Sweet Rock
Hodja,Todd Rundgren,1985,0.14,0.18,0.66,0.76,0.38,0,0.18,0.55,0.61,0.5,0.36,4,0.97,Sweet Rock
Plowed,Sponge,2011,0.14,0.58,0.36,0,0.86,0.96,0.55,0.08,0.7,0.06,0.48,4,0.35,Modern Rock
Albert Flasher - Single Version,The Guess Who,1971,0.1,0.35,0.61,0.29,0.62,0.02,0.64,0.15,0.64,0.06,0.6,4,0.92,Old Rock
Girl's Not Grey,AFI,2003,0.13,0.7,0.39,0.01,0.91,0,0.73,0.11,0.82,0.06,0.56,4,0.68,Modern Rock
Beth,KISS,1976,0.11,0.73,0.39,0.88,0.24,0,0,0.18,0.56,0.06,0.53,4,0.28,Old Rock
Party Hard,Andrew W.K.,2001,0.12,0.69,0.47,0,1,0,0.36,0.15,0.85,0.08,0.74,4,0.76,Sweet Rock
"Hot Stuff - 12"" Version",Donna Summer,1979,0.28,0.79,0.81,0,0.89,0.02,0,0.06,0.71,0.06,0.55,4,0.97,Old Rock
I Stand Alone,Godsmack,2003,0.16,0.81,0.22,0,0.92,0,0.73,0.09,0.82,0.11,0.77,4,0.38,Modern Rock
Slow Hands,Interpol,2004,0.12,0.63,0.25,0,0.97,0.6,1,0.36,0.85,0.09,0.65,4,0.69,Modern Rock
Your Wildest Dreams,The Moody Blues,1986,0.2,0.64,0.54,0.29,0.58,0.03,0.64,0.27,0.49,0.07,0.65,4,0.66,Sweet Rock
Idioteque,Radiohead,2000,0.21,0.7,0.62,0.04,0.93,0,0.27,0.08,0.72,0.44,0.63,3,0.54,Sweet Rock
Simple Man,Lynyrd Skynyrd,1973,0.24,0.83,0.43,0.04,0.75,0,0.55,0.12,0.7,0.08,0.55,4,0.41,Old Rock
This Love,Maroon 5,2002,0.14,0.94,0.72,0.05,0.86,0,0.45,0.08,0.81,0.07,0.44,4,0.82,Modern Rock
Notion,Kings of Leon,2008,0.12,0.7,0.44,0.01,0.89,0,0.36,0.11,0.8,0.09,0.66,4,0.43,Modern Rock
I Try,Macy Gray,1999,0.16,0.86,0.6,0.31,0.64,0,0.18,0.07,0.74,0.05,0.35,4,0.74,Sweet Rock
In The Mood,Rush,1974,0.14,0.43,0.6,0.07,0.82,0,0.18,0.38,0.67,0.07,0.6,4,0.84,Old Rock
Paradise,Coldplay,2011,0.19,0.95,0.45,0.05,0.58,0,0.45,0.07,0.75,0.05,0.64,4,0.21,Modern Rock
Eight Days A Week - Remastered 2009,The Beatles,1964,0.11,0.77,0.66,0.41,0.58,0,0.82,0.11,0.72,0.07,0.63,4,0.75,Old Rock
Ain't Nobody,Rufus,1983,0.19,0.74,0.82,0.22,0.62,0,0.91,0.07,0.49,0.08,0.48,4,0.77,Sweet Rock
Heaven,Bryan Adams,1984,0.16,0.92,0.39,0.05,0.59,0,0.82,0.11,0.73,0.05,0.64,4,0.34,Sweet Rock
Rock with You - Single Version,Michael Jackson,1979,0.15,0.87,0.82,0.18,0.53,0,0.09,0.15,0.58,0.06,0.52,4,0.86,Old Rock
I Write Sins Not Tragedies,Panic! At The Disco,2005,0.12,0.87,0.57,0.07,0.82,0,0.82,0.11,0.82,0.25,0.78,4,0.68,Modern Rock
Bitch - Live,The Rolling Stones,2020,0.14,0.45,0.38,0.03,0.97,0.01,0.18,0.97,0.82,0.19,0.35,4,0.29,Modern Rock
The Adventure,Angels & Airwaves,2006,0.21,0.61,0.55,0.05,0.88,0,1,0.11,0.77,0.09,0.66,4,0.19,Modern Rock
Wasted Years - 2015 Remaster,Iron Maiden,1986,0.21,0.76,0.32,0.03,0.96,0,0.36,0.15,0.81,0.17,0.71,4,0.5,Sweet Rock
I'm Just A Singer (In A Rock And Roll Band),The Moody Blues,1972,0.17,0.52,0.27,0.19,0.85,0,1,0.07,0.58,0.11,0.69,4,0.71,Old Rock
Mother's Little Helper,The Rolling Stones,1966,0.11,0.64,0.59,0.02,0.54,0,0.36,0.22,0.61,0.05,0.47,4,0.73,Old Rock
Devil with a Blue Dress On / Good Golly Miss Molly (Medley),Mitch Ryder and The Detroit Wheels,1990,0.14,0.33,0.62,0.25,0.83,0,0,0.18,0.64,0.11,0.37,4,0.74,Sweet Rock
"Temptation - 7"" Version; 2015 Remaster",New Order,2005,0.22,0.58,0.79,0,0.74,0.07,0,0.17,0.69,0.06,0.58,4,0.66,Modern Rock
Story of My Life,Social Distortion,1990,0.23,0.73,0.33,0.07,0.89,0.02,0.55,0.32,0.72,0.06,0.93,4,0.69,Sweet Rock
After the Gold Rush,Neil Young,1970,0.15,0.65,0.48,0.99,0.16,0,0.64,0.1,0.57,0.06,0.45,4,0.33,Old Rock
Hey You,Bachman-Turner Overdrive,1975,0.14,0.52,0.5,0.02,0.58,0.05,0.82,0.11,0.56,0.05,0.54,4,0.94,Old Rock
Tongue Tied,Grouplove,2011,0.15,0.98,0.57,0.01,0.94,0,0.27,0.15,0.78,0.08,0.52,4,0.37,Modern Rock
More Than Words,Extreme,1990,0.23,0.79,0.63,0.47,0.13,0,0.55,0.1,0.52,0.05,0.42,4,0.24,Sweet Rock
We Gotta Get Out Of This Place,The Angels,1986,0.19,0.6,0.51,0.01,0.84,0,0.36,0.18,0.65,0.09,0.62,4,0.52,Sweet Rock
Tuesday Afternoon (Forever Afternoon),The Moody Blues,2017,0.17,0.63,0.51,0.1,0.32,0.01,0,0.23,0.56,0.05,0.52,4,0.3,Modern Rock
Joe's Garage,Frank Zappa,1979,0.25,0.6,0.61,0.08,0.8,0,0.82,0.8,0.68,0.16,0.41,4,0.83,Old Rock
Atlantic City,Bruce Springsteen,1982,0.16,0.67,0.48,0.31,0.43,0,0.36,0.37,0.64,0.07,0.5,4,0.34,Sweet Rock
Back In The U.S.A.,Chuck Berry,1962,0.1,0.46,0.6,0.77,0.82,0,0.73,0.07,0.77,0.15,0.78,4,0.97,Old Rock
Keep The Faith,Bon Jovi,1992,0.23,0.69,0.58,0,0.97,0,0.45,0.07,0.84,0.09,0.54,4,0.57,Sweet Rock
Nearly Lost You,Screaming Trees,1992,0.17,0.65,0.17,0,0.97,0,0.64,0.2,0.79,0.22,0.93,4,0.44,Sweet Rock
Lying from You,Linkin Park,2003,0.12,0.76,0.54,0.01,0.95,0,0.27,0.06,0.85,0.33,0.73,4,0.73,Modern Rock
Run To Paradise,Various Artists,2009,0.19,0.19,0.68,0.06,0.53,0,0.73,0.13,0.68,0.07,0.6,4,0.57,Modern Rock
